time_sec,w_000,w_001,w_002,w_003,w_004,w_005,w_006,w_007,w_008,w_009,w_sum
3.0666666,0.0,0.0,0.0,0.9333334,0.0666666,0.0,0.0,0.0,0.0,0.0,1.0
3.0833333,0.0,0.0,0.0,0.91666675,0.083333254,0.0,0.0,0.0,0.0,0.0,1.0
3.1,0.0,0.0,0.0,0.9000001,0.099999905,0.0,0.0,0.0,0.0,0.0,1.0
3.1166666,0.0,0.0,0.0,0.88333344,0.116666555,0.0,0.0,0.0,0.0,0.0,1.0
3.1333334,0.0,0.0,0.0,0.86666656,0.13333344,0.0,0.0,0.0,0.0,0.0,1.0
3.15,0.0,0.0,0.0,0.8499999,0.1500001,0.0,0.0,0.0,0.0,0.0,1.0
3.1666667,0.0,0.0,0.0,0.83333325,0.16666675,0.0,0.0,0.0,0.0,0.0,1.0
3.1833334,0.0,0.0,0.0,0.8166666,0.1833334,0.0,0.0,0.0,0.0,0.0,1.0
3.2,0.0,0.0,0.0,0.79999995,0.20000005,0.0,0.0,0.0,0.0,0.0,1.0
3.2166667,0.0,0.0,0.0,0.7833333,0.2166667,0.0,0.0,0.0,0.0,0.0,1.0
3.2333333,0.0,0.0,0.0,0.76666665,0.23333335,0.0,0.0,0.0,0.0,0.0,1.0
3.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0
3.2666667,0.0,0.0,0.0,0.73333335,0.26666665,0.0,0.0,0.0,0.0,0.0,1.0
3.2833333,0.0,0.0,0.0,0.7166667,0.2833333,0.0,0.0,0.0,0.0,0.0,1.0
3.3,0.0,0.0,0.0,0.70000005,0.29999995,0.0,0.0,0.0,0.0,0.0,1.0
3.3166666,0.0,0.0,0.0,0.6833334,0.3166666,0.0,0.0,0.0,0.0,0.0,1.0
3.3333333,0.0,0.0,0.0,0.66666675,0.33333325,0.0,0.0,0.0,0.0,0.0,1.0
3.35,0.0,0.0,0.0,0.6500001,0.3499999,0.0,0.0,0.0,0.0,0.0,1.0
3.3666666,0.0,0.0,0.0,0.63333344,0.36666656,0.0,0.0,0.0,0.0,0.0,1.0
3.3833334,0.0,0.0,0.0,0.61666656,0.38333344,0.0,0.0,0.0,0.0,0.0,1.0
3.4,0.0,0.0,0.0,0.5999999,0.4000001,0.0,0.0,0.0,0.0,0.0,1.0
3.4166667,0.0,0.0,0.0,0.58333325,0.41666675,0.0,0.0,0.0,0.0,0.0,1.0
3.4333334,0.0,0.0,0.0,0.5666666,0.4333334,0.0,0.0,0.0,0.0,0.0,1.0
3.45,0.0,0.0,0.0,0.54999995,0.45000005,0.0,0.0,0.0,0.0,0.0,1.0
3.4666667,0.0,0.0,0.0,0.5333333,0.4666667,0.0,0.0,0.0,0.0,0.0,1.0
3.4833333,0.0,0.0,0.0,0.51666665,0.48333335,0.0,0.0,0.0,0.0,0.0,1.0
3.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
3.5166667,0.0,0.0,0.0,0.48333335,0.51666665,0.0,0.0,0.0,0.0,0.0,1.0
3.5333333,0.0,0.0,0.0,0.4666667,0.5333333,0.0,0.0,0.0,0.0,0.0,1.0
3.55,0.0,0.0,0.0,0.45000005,0.54999995,0.0,0.0,0.0,0.0,0.0,1.0
3.5666666,0.0,0.0,0.0,0.4333334,0.5666666,0.0,0.0,0.0,0.0,0.0,1.0
3.5833333,0.0,0.0,0.0,0.41666675,0.58333325,0.0,0.0,0.0,0.0,0.0,1.0
3.6,0.0,0.0,0.0,0.4000001,0.5999999,0.0,0.0,0.0,0.0,0.0,1.0
3.6166666,0.0,0.0,0.0,0.38333344,0.61666656,0.0,0.0,0.0,0.0,0.0,1.0
3.6333334,0.0,0.0,0.0,0.36666656,0.63333344,0.0,0.0,0.0,0.0,0.0,1.0
3.65,0.0,0.0,0.0,0.3499999,0.6500001,0.0,0.0,0.0,0.0,0.0,1.0
3.6666667,0.0,0.0,0.0,0.33333325,0.66666675,0.0,0.0,0.0,0.0,0.0,1.0
3.6833334,0.0,0.0,0.0,0.3166666,0.6833334,0.0,0.0,0.0,0.0,0.0,1.0
3.7,0.0,0.0,0.0,0.29999995,0.70000005,0.0,0.0,0.0,0.0,0.0,1.0
3.7166667,0.0,0.0,0.0,0.2833333,0.7166667,0.0,0.0,0.0,0.0,0.0,1.0
3.7333333,0.0,0.0,0.0,0.26666665,0.73333335,0.0,0.0,0.0,0.0,0.0,1.0
3.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0
3.7666667,0.0,0.0,0.0,0.23333335,0.76666665,0.0,0.0,0.0,0.0,0.0,1.0
3.7833333,0.0,0.0,0.0,0.2166667,0.7833333,0.0,0.0,0.0,0.0,0.0,1.0
3.8,0.0,0.0,0.0,0.20000005,0.79999995,0.0,0.0,0.0,0.0,0.0,1.0
3.8166666,0.0,0.0,0.0,0.1833334,0.8166666,0.0,0.0,0.0,0.0,0.0,1.0
3.8333333,0.0,0.0,0.0,0.16666675,0.83333325,0.0,0.0,0.0,0.0,0.0,1.0
3.85,0.0,0.0,0.0,0.1500001,0.8499999,0.0,0.0,0.0,0.0,0.0,1.0
3.8666666,0.0,0.0,0.0,0.13333344,0.86666656,0.0,0.0,0.0,0.0,0.0,1.0
3.8833334,0.0,0.0,0.0,0.116666555,0.88333344,0.0,0.0,0.0,0.0,0.0,1.0
3.9,0.0,0.0,0.0,0.099999905,0.9000001,0.0,0.0,0.0,0.0,0.0,1.0
3.9166667,0.0,0.0,0.0,0.083333254,0.91666675,0.0,0.0,0.0,0.0,0.0,1.0
3.9333334,0.0,0.0,0.0,0.0666666,0.9333334,0.0,0.0,0.0,0.0,0.0,1.0
3.95,0.0,0.0,0.0,0.049999952,0.95000005,0.0,0.0,0.0,0.0,0.0,1.0
3.9666667,0.0,0.0,0.0,0.0333333,0.9666667,0.0,0.0,0.0,0.0,0.0,1.0
3.9833333,0.0,0.0,0.0,0.01666665,0.98333335,0.0,0.0,0.0,0.0,0.0,1.0
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.016667,0.0,0.0,0.0,0.0,0.9833331,0.01666689,0.0,0.0,0.0,0.0,1.0
4.0333333,0.0,0.0,0.0,0.0,0.9666667,0.0333333,0.0,0.0,0.0,0.0,1.0
4.05,0.0,0.0,0.0,0.0,0.9499998,0.05000019,0.0,0.0,0.0,0.0,1.0
4.0666666,0.0,0.0,0.0,0.0,0.9333334,0.0666666,0.0,0.0,0.0,0.0,1.0
4.0833335,0.0,0.0,0.0,0.0,0.9166665,0.08333349,0.0,0.0,0.0,0.0,1.0
4.1,0.0,0.0,0.0,0.0,0.9000001,0.099999905,0.0,0.0,0.0,0.0,1.0
4.116667,0.0,0.0,0.0,0.0,0.8833332,0.116666794,0.0,0.0,0.0,0.0,1.0
4.133333,0.0,0.0,0.0,0.0,0.8666668,0.1333332,0.0,0.0,0.0,0.0,1.0
4.15,0.0,0.0,0.0,0.0,0.8499999,0.1500001,0.0,0.0,0.0,0.0,1.0
4.1666665,0.0,0.0,0.0,0.0,0.8333335,0.16666651,0.0,0.0,0.0,0.0,1.0
4.1833334,0.0,0.0,0.0,0.0,0.8166666,0.1833334,0.0,0.0,0.0,0.0,1.0
4.2,0.0,0.0,0.0,0.0,0.8000002,0.19999981,0.0,0.0,0.0,0.0,1.0
4.2166667,0.0,0.0,0.0,0.0,0.7833333,0.2166667,0.0,0.0,0.0,0.0,1.0
4.233333,0.0,0.0,0.0,0.0,0.7666669,0.23333311,0.0,0.0,0.0,0.0,1.0
4.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0
4.266667,0.0,0.0,0.0,0.0,0.7333331,0.2666669,0.0,0.0,0.0,0.0,1.0
4.2833333,0.0,0.0,0.0,0.0,0.7166667,0.2833333,0.0,0.0,0.0,0.0,1.0
